luohuqu,畔山花园低于指导价厅出阳台三房，近地铁诚心出售,400,畔山花园-莲塘,,754元/平,3室1厅,98.15平米,南,其他,中楼层(共8层),1996年建,板楼,,,,,,
luohuqu,长丰苑 2室2厅 东北,318,长丰苑-春风路,,006元/平,2室2厅,77.55平米,东北,精装,31层,1999年建,板塔结合,,,,,,
luohuqu,红本满五，带平台南向安静，自主保养好，看房方便,119.8,钻石时代-春风路,,619元/平,1室0厅,26.85平米,南,精装,低楼层(共20层),2008年建,板塔结合,,,,,,
luohuqu,地铁口带电梯小单位 朝向视野好 有钥匙看房方便,370,今日家园-布心,,153元/平,2室1厅,61.51平米,东南,其他,低楼层(共25层),2002年建,板塔结合,,,,,,
luohuqu,宝丽大厦，南向两房，看房方便，一手业主诚心出售,324,宝丽大厦-地王,,600元/平,2室1厅,74.24平米,东,简装,中楼层(共31层),1994年建,塔楼,,,,,,
luohuqu,罗湖口岸怡都大厦 满五年 口岸双地铁物业,259,怡都大厦-罗湖口岸,,078元/平,2室1厅,86.11平米,南,精装,21层,2000年建,板塔结合,,,,,,
luohuqu,方正三房 通风采光好，满五年唯一 税费少,358,惠名花园-莲塘,,585元/平,3室2厅,88.21平米,西北,简装,中楼层(共8层),1996年建,板楼,,,,,,
luohuqu,三房两卫，中楼层，东南朝向，税费少，业主诚心卖,617,深业东岭二期-黄贝岭,,800元/平,3室2厅,87.11平米,南,精装,高楼层(共39层),2018年建,塔楼,,,,,,
luohuqu,京基东方都会特殊户型，采光好，满五年红本在手！,180,京基东方都会-新秀,,421元/平,1室1厅,35.7平米,南,精装,中楼层(共32层),2004年建,塔楼,,,,,,
luohuqu,金祥都市花园 2室1厅 东南 南,270,金祥都市花园-清水河,,000元/平,2室1厅,67.41平米,东南,|,|,|,|,,,,,,
luohuqu,花园小区 国贸地铁口物业 小两房刚需,175,友谊大厦-春风路,,587元/平,2室1厅,40.15平米,南,其他,中楼层(共22层),1983年建,塔楼,,,,,,
luohuqu,满五红本 精装修  楼层好 朝南 采光好 家具家店全新,600,名都大厦-螺岭,,421元/平,3室1厅,84.01平米,东南,精装,高楼层(共22层),1987年建,板塔结合,,,,,,
luohuqu,水贝珠宝商圈 地铁口 刚需社区 三房诚心卖,400,雍翠华府-布心,,890元/平,3室1厅,75.63平米,西北,精装,32层,2004年建,塔楼,,,,,,
luohuqu,正南向高层看香港米浦山水景观，好房好价业主诚心出售,945,中海天钻-万象城,,591元/平,3室1厅,110.41平米,南,精装,中楼层(共39层),2017年建,板塔结合,,,,,,
luohuqu,罗湖国贸地铁口旁  满五年唯一 红本在手,242,银座金钻-春风路,,628元/平,2室1厅,55.47平米,东北,其他,中楼层(共30层),2003年建,板塔结合,,,,,,
luohuqu,国贸商圈，正规大两房，70年产权，红本满5年，有钥匙,348,天俊大厦-春风路,,543元/平,2室2厅,83.77平米,东南,精装,中楼层(共26层),2005年建,塔楼,,,,,,
luohuqu,带顶楼带花园，南向两房，户型方正，精装修，花园社区,390,汇鑫花园-黄贝岭,,100元/平,2室1厅,69.4平米,南,其他,高楼层(共9层),2000年建,塔楼,,,,,,
luohuqu,安静栋数 中间楼层 一梯两户 红本满五年,360,东乐花园-百仕达,,000元/平,3室1厅,83.66平米,南,简装,中楼层(共7层),1988年建,板塔结合,,,,,,
luohuqu,靠山住宅 ，安静舒适，高楼层南向，满五唯一税费低,452,御景兰庭-莲塘,,000元/平,3室2厅,74平米,东,精装,高楼层(共20层),2015年建,塔楼,,,,,,
luohuqu,正规三房 精装修 东南向 业主诚心出售,498,四季御园-莲塘,,300元/平,3室1厅,82.52平米,南,精装,低楼层(共39层),2015年建,板塔结合,,,,,,
luohuqu,满五年 小高层 入户花园 看房方便,830,万科东方尊峪-莲塘,,274元/平,5室2厅,158.78平米,南,|,|,|,|,,,,,,
luohuqu,三房两厅，有固定车位，业主随时签约。,608,金湖花园A区-银湖,,900元/平,3室1厅,104.89平米,南,简装,中楼层(共10层),1994年建,板塔结合,,,,,,
luohuqu,梧桐山下仙湖旁一梯一户纯复式大面积小高层,985,仙湖公馆-莲塘,,800元/平,4室3厅,219.85平米,南,精装,中楼层(共8层),2009年建,板塔结合,,,,,,
luohuqu,价格低、装修好、税费低，户型好，值得入手。,750,曦龙山庄-新秀,,804元/平,5室2厅,171.22平米,南,精装,中楼层(共9层),1998年建,板塔结合,,,,,,
luohuqu,满五房源，复式精装修一房，不需要购房资质,93.8,怡泰大厦-黄贝岭,,466元/平,1室1厅,38.34平米,西南,精装,低楼层(共32层),2004年建,塔楼,,,,,,
luohuqu,低于政府指导价 正规大两房 户型方正 采光充足,438,环岛丽园-螺岭,,268元/平,2室2厅,71.49平米,东,简装,低楼层(共33层),2002年建,塔楼,,,,,,
luohuqu,联城美园大单间。业主空房诚意出售。随时可以签约,150,联城美园-春风路,,669元/平,1室0厅,28.48平米,西,简装,35层,2006年建,塔楼,,,,,,
luohuqu,城市天地广场 1室1厅 东南,235,城市天地广场-万象城,,505元/平,1室1厅,56.62平米,东南,精装,中楼层(共39层),2005年建,板塔结合,,,,,,
luohuqu,森威大厦 1室0厅 南,100,森威大厦-春风路,,773元/平,1室0厅,45.93平米,南,简装,18层,2000年建,塔楼,,,,,,
luohuqu,住宅，70年产权正规一房一厅，诚心出售,175,港澳8号-东门,,000元/平,1室1厅,48.59平米,东南,精装,中楼层(共36层),2013年建,塔楼,,,,,,
luohuqu,（急售）港澳8号，东门商圈，户型方正 采光充足,143,港澳8号-东门,,509元/平,1室1厅,48.46平米,东北,精装,高楼层(共36层),2013年建,塔楼,,,,,,
luohuqu,红本在手，满五唯一，产权清晰，诚心出售,320,罗湖金岸大厦-罗湖口岸,,897元/平,3室1厅,84.44平米,南,精装,低楼层(共33层),2003年建,板塔结合,,,,,,
luohuqu,红本在手  看房方便 诚心出售,560,翠华花园-黄贝岭,,714元/平,3室1厅,75.97平米,东南,精装,中楼层(共6层),1985年建,板塔结合,,,,,,
luohuqu,大露台，户型方正，精装两房实用，适合种花草,211,德兴大厦-罗湖口岸,,800元/平,2室1厅,45平米,西,精装,低楼层(共30层),1984年建,板塔结合,,,,,,
luohuqu,阳光新干线家园 2室1厅 西南,322,阳光新干线家园-春风路,,307元/平,2室1厅,62.76平米,西南,简装,高楼层(共33层),2005年建,塔楼,,,,,,
luohuqu,国贸商圈精装一居室（国际名园），近1号线地铁国贸站,194.9,国际名园-春风路,,342元/平,1室1厅,46.03平米,东北,精装,高楼层(共31层),2004年建,板塔结合,,,,,,
luohuqu,此房朝南采光好，满五唯一税费少。精装修可拎包入住。,220,城市天地广场-万象城,,100元/平,1室1厅,42.91平米,东南,精装,低楼层(共41层),2005年建,板塔结合,,,,,,
luohuqu,04年花园社区 水贝商圈  近地铁 低于指导价,340,雍翠华府-布心,,909元/平,2室1厅,63.07平米,西北,简装,32层,2004年建,塔楼,,,,,,
luohuqu,罗湖布心新社区！全南，车位充足，公立香港礼文,249,观山盛苑-布心,,411元/平,2室1厅,57.36平米,南,毛坯,中楼层(共51层),2022年建,板塔结合,,,,,,
luohuqu,满五年唯一 小高层近香港住宅 业主诚心出售,177,鸿锦阁-黄贝岭,,700元/平,2室1厅,40.36平米,南,简装,中楼层(共16层),1999年建,板塔结合,,,,,,
luohuqu,高层朝南，采光好，满五年，税费少，户型方正。,169,德兴大厦-罗湖口岸,,357元/平,2室1厅,38.1平米,西南,精装,高楼层(共30层),1984年建,塔楼,,,,,,
luohuqu,：此房满五，采光光线充足，有大阳台，接近8平,355,鹏公馆-翠竹,,363元/平,1室1厅,36.84平米,南,精装,低楼层(共29层),2009年建,塔楼,,,,,,
luohuqu,新银座华庭 2室1厅 南,294,新银座华庭-罗湖口岸,,600元/平,2室1厅,55.84平米,南,其他,31层,2005年建,塔楼,,,,,,
luohuqu,阳光新干线漂亮两房 价格好谈 满五年唯一,315,阳光新干线家园-春风路,,572元/平,2室1厅,61.08平米,东南,|,|,|,|,,,,,,
luohuqu,急售，满五年，红本在手，户型方正，带电梯，新装修，,484,田心庆云花园-笋岗,,000元/平,3室1厅,94.74平米,北,精装,高楼层(共15层),2000年建,板塔结合,,,,,,
luohuqu,湖溪大厦 2室2厅 东北,170,湖溪大厦-东门,,947元/平,2室2厅,58.73平米,东北,精装,高楼层(共21层),2010年建,板塔结合,,,,,,
luohuqu,诚心放卖，满五唯一红本税费少，看房方便,355,锦花大厦-春风路,,987元/平,3室2厅,107.62平米,东,其他,24层,1992年建,板楼,,,,,,
luohuqu,此房是2021年精装交楼的新房，西南向舒适大三房,600,京基水贝珠宝中心-翠竹,,213元/平,3室2厅,86.69平米,东,精装,低楼层(共54层),2022年建,板塔结合,,,,,,
luohuqu,百仕达东郡 4室2厅 东北,738,百仕达东郡-百仕达,,500元/平,4室2厅,107.6平米,东北,其他,低楼层(共33层),2005年建,板楼,,,,,,
luohuqu,采光好，楼层好，户型方正，交通便利,134,长丰苑-春风路,,457元/平,1室1厅,38.89平米,东,精装,29层,1999年建,板塔结合,,,,,,
luohuqu,湖溪大厦 2室1厅 东北,160,湖溪大厦-东门,,295元/平,2室1厅,58.62平米,东北,精装,高楼层(共21层),2010年建,板塔结合,,,,,,
luohuqu,很实用两房，红本满五，费用少，主推好房,234,云峰花园-春风路,,600元/平,2室2厅,60.44平米,东,简装,33层,1997年建,塔楼,,,,,,
luohuqu,70年住宅 近罗湖口岸  双地铁 近口岸,175,大中华汇展阁-罗湖口岸,,885元/平,1室1厅,73.27平米,南,简装,低楼层(共36层),1998年建,塔楼,,,,,,
luohuqu,满五唯一，业主换房急售。户型反正实用装修好,280,云景豪园-春风路,,424元/平,2室1厅,63.03平米,西北,精装,高楼层(共31层),2002年建,板塔结合,,,,,,
luohuqu,翠竹地铁口复式公寓，人民医院，儿童公园,75,怡泰大厦-黄贝岭,,453元/平,1室1厅,31.98平米,南,其他,低楼层(共32层),2004年建,塔楼,,,,,,
luohuqu,朝南住家两房，小区很安静 满五无增值税 适合住家,513,阳光明居-布心,,353元/平,2室2厅,73.97平米,南,精装,高楼层(共11层),1999年建,板塔结合,,,,,,
luohuqu,洪湖春天一房一厅业主诚心出售，看房提前预约。,263,嘉湖新都-翠竹,,000元/平,1室1厅,31.98平米,北,精装,低楼层(共25层),2002年建,板塔结合,,,,,,
luohuqu,雅馨居 方正一房 功能间齐全独立 卧室出阳台,140,TCL雅馨居-地王,,348元/平,1室0厅,28.37平米,北,其他,中楼层(共29层),2002年建,塔楼,,,,,,
luohuqu,时尚新居一房精装修，业主诚心卖，地铁口物业,156,时尚新居-笋岗,,442元/平,1室1厅,35.91平米,东,精装,中楼层(共29层),2000年建,平房,,,,,,
luohuqu,8年社区“砖家”推荐罗湖口岸花园小区,328,阳光新干线家园-春风路,,263元/平,2室1厅,62.76平米,南,精装,中楼层(共33层),2005年建,塔楼,,,,,,
luohuqu,业主诚心卖，红本在售，满五唯一，费用少,140,MR.91公馆-笋岗,,570元/平,1室0厅,39.36平米,南,其他,中楼层(共8层),1989年建,塔楼,,,,,,
luohuqu,此房红本满五年，产权清晰，小区带花园,268,高嘉花园-春风路,,638元/平,2室1厅,51.9平米,东南,简装,低楼层(共6层),1985年建,板塔结合,,,,,,
luohuqu,朗钜御风庭 1室1厅 西南,195,朗钜御风庭-黄贝岭,,418元/平,1室1厅,39.46平米,西南,其他,低楼层(共28层),2004年建,板塔结合,,,,,,
luohuqu,联城美园 精装修 满五年 拎包入住,139,联城美园-春风路,,847元/平,1室0厅,26.81平米,南,精装,35层,2006年建,塔楼,,,,,,
luohuqu,新银座华庭 1室0厅 南,115,新银座华庭-罗湖口岸,,812元/平,1室0厅,23.56平米,南,简装,31层,2005年建,塔楼,,,,,,
luohuqu,森威大厦精装修满五唯一红本在手税费少，业主诚心出售,103,森威大厦-春风路,,976元/平,1室1厅,41.24平米,东,精装,18层,2000年建,塔楼,,,,,,
luohuqu,老街国贸地铁口大两房阳台可以推出去,256,兴隆大厦-春风路,,561元/平,2室1厅,70.02平米,东,简装,中楼层(共30层),1990年建,板塔结合,,,,,,
luohuqu,东方都会朝东一房一厅  满5唯一视野开阔安静,175,京基东方都会-新秀,,745元/平,1室1厅,35.18平米,东,精装,低楼层(共32层),2004年建,塔楼,,,,,,
luohuqu,此房红本满五，精装修，楼层好视野开阔，交易税费少,145,星桂园-地王,,365元/平,1室0厅,26.19平米,南,其他,低楼层(共20层),2004年建,板塔结合,,,,,,
luohuqu,端头位，精装修采光视野好，户型方正居家方便。,189,大地花园-布心,,881元/平,1室1厅,48.61平米,东北,精装,中楼层(共26层),1996年建,塔楼,,,,,,
luohuqu,宜租宜居，满五唯一，碧桂园物业，全新三菱电梯,99,国际名园-春风路,,580元/平,1室0厅,23.81平米,西北,其他,高楼层(共31层),2004年建,板塔结合,,,,,,
luohuqu,朗钜御风庭 高层 精装两房 地铁口 满5唯一 视野好,338,朗钜御风庭-黄贝岭,,307元/平,2室2厅,69.97平米,西北,精装,高楼层(共28层),2004年建,板塔结合,,,,,,
luohuqu,满五唯一.高楼层，朝南，精装修，有钥匙，看房方便。,226,友谊大厦-春风路,,800元/平,2室1厅,49.26平米,西南,精装,高楼层(共24层),1984年建,塔楼,,,,,,
luohuqu,嘉宝田花园三期新上  业主诚心出售,435,嘉宝田花园-笋岗,,504元/平,2室2厅,65.41平米,西,简装,低楼层(共26层),2005年建,塔楼,,,,,,
luohuqu,刚需盘  指导价出售，红本满5年,215,庐江春天公寓-笋岗,,172元/平,2室2厅,52.22平米,北,简装,高楼层(共15层),2011年建,板塔结合,,,,,,
luohuqu,洪湖地铁站旁户型方正精装修小两房近洪湖公园配套齐全,367,鹏公馆-翠竹,,800元/平,1室1厅,37.1平米,东,精装,低楼层(共29层),2009年建,塔楼,,,,,,
luohuqu,此房是朝南的，户型方正，厅出阳台，采光和视野都好,650,淘金山·湖景花园二期-布心,,700元/平,3室2厅,89.37平米,东南,精装,中楼层(共32层),2012年建,塔楼,,,,,,
luohuqu,满五不唯一，精装修四房，业主诚心出手。,1250,百仕达乐湖-百仕达,,278元/平,4室2厅,194.47平米,南,精装,低楼层(共34层),2008年建,塔楼,,,,,,
luohuqu,红本在手满五年 黄贝岭地铁口急售 采光好看房方便,368,海富花园-黄贝岭,,443元/平,3室2厅,84.71平米,东北,精装,中楼层(共32层),1991年建,板塔结合,,,,,,
luohuqu,庐峰翠苑 3室1厅 东北,744,庐峰翠苑-黄贝岭,,600元/平,3室1厅,124.78平米,东北,其他,中楼层(共17层),2000年建,板塔结合,,,,,,
luohuqu,合正锦湖魅力城 4室2厅 东南,661,合正锦湖魅力城-洪湖,,100元/平,4室2厅,103平米,东南,精装,高楼层(共32层),2008年建,塔楼,,,,,,
luohuqu,满五红本，户型方正，住家装修，电梯房小区，诚心出售,435,华丽花园-螺岭,,153元/平,3室2厅,88.5平米,北,精装,中楼层(共29层),1995年建,塔楼,,,,,,
luohuqu,国际名园 1室0厅 南,89,国际名园-春风路,,068元/平,1室0厅,24.01平米,南,其他,低楼层(共31层),2004年建,板塔结合,,,,,,
luohuqu,公园里的家 桂园洪湖  正南向,354,同乐大厦-东门,,600元/平,3室1厅,85平米,东南,精装,中楼层(共30层),1995年建,板塔结合,,,,,,
luohuqu,经典家园 2室1厅 南,382,经典家园-地王,,800元/平,2室1厅,56.33平米,南,精装,28层,2002年建,板塔结合,,,,,,
luohuqu,双地铁口，户型方正 满五年 红本在手 业主诚心出售,459,和平广场-地王,,900元/平,3室1厅,83.54平米,东南,精装,中楼层(共34层),2000年建,板塔结合,,,,,,
luohuqu,梧桐山下 仙湖园旁 高层南向厅出阳台大两房 满五年,388,金色年华家园-莲塘,,277元/平,2室2厅,63.32平米,南,精装,27层,2005年建,塔楼,,,,,,
luohuqu,满屋唯一，业主自住，保养很好，看房方便,486,嘉宾花园-万象城,,200元/平,3室2厅,112.4平米,西南,其他,中楼层(共27层),1992年建,板塔结合,,,,,,
luohuqu,地铁口物业，珠宝商圈，沃尔玛楼上朝南单房，满五唯一,106,旭飞华达园-百仕达,,748元/平,1室0厅,22.2平米,南,简装,24层,2002年建,塔楼,,,,,,
luohuqu,登山口地铁口山景三房  有车位 满五唯 换房低价售,365,梧桐苑-莲塘,,257元/平,3室2厅,84.38平米,北,简装,中楼层(共13层),2004年建,板塔结合,,,,,,
luohuqu,业主急售 精装修 全屋智能家私家电 看房方便,284,龙园山庄-清水河,,800元/平,3室1厅,71.12平米,南,精装,高楼层(共8层),1997年建,板楼,,,,,,
luohuqu,大三房，户型好，装修好，景观好,595,天玺1号-东门,,100元/平,3室2厅,68.21平米,西北,精装,高楼层(共32层),2015年建,板塔结合,,,,,,
luohuqu,深业东岭二期高层南向精装3房，,562,深业东岭一期-黄贝岭,,500元/平,3室2厅,85.78平米,东南,精装,高楼层(共44层),2017年建,塔楼,,,,,,
luohuqu,罗湖口岸罗湖金岸大厦大两房 已改三房 民水民电通燃气,230,罗湖金岸大厦-罗湖口岸,,363元/平,3室1厅,68.94平米,东,精装,低楼层(共33层),2003年建,板塔结合,,,,,,
luohuqu,嘉宝田花园，精装3房,户型正气,楼层好老少皆宜,可谈,719,嘉宝田花园-笋岗,,300元/平,3室2厅,103.71平米,北,精装,低楼层(共25层),2003年建,板塔结合,,,
luohuqu,满五年，业主诚售，户型方正 采光充足 适合住家,460,华裕花园-螺岭,,937元/平,3室1厅,94平米,西南,简装,低楼层(共32层),1994年建,板塔结合,,,,,,
luohuqu,玉雅居 依山小区 满五年唯一红本 方正小三居 近地铁,305,玉雅居-莲塘,,834元/平,3室1厅,68.03平米,西北,精装,中楼层(共9层),1999年建,板塔结合,,,,,,
luohuqu,口岸次新房 高层南向 地铁口物业 视野采光好,540,帝景台-新秀,,546元/平,4室2厅,87.74平米,东南,毛坯,20层,2019年建,板塔结合,,,,,,
luohuqu,桐景花园  4房2厅  高层大户型  景观好,600,桐景花园-莲塘,,900元/平,4室2厅,130.72平米,南,|,|,|,|,,,,,,
luohuqu,桐景花园   3房2厅  南向  高层,460,桐景花园-莲塘,,451元/平,3室2厅,99.03平米,南,简装,高楼层(共29层),2001年建,塔楼,,,,,,
luohuqu,凯特公寓复试大两房 业主诚心卖，价格可谈- 看房方便,185,中航凯特公寓-地王,,853元/平,2室1厅,71.56平米,西南,简装,中楼层(共27层),2008年建,板塔结合,,,,,,
luohuqu,洪湖公园三无人员可以购买小户型,77,华商时代公寓-笋岗,,233元/平,1室0厅,23.17平米,西南,精装,19层,2009年建,板塔结合,,,,,,
luohuqu,红本满五唯一，百仕达商圈，太安地铁口物业,380,东乐花园-百仕达,,891元/平,3室2厅,95.26平米,东南,简装,低楼层(共32层),1993年建,板塔结合,,,,,,
luohuqu,洪湖公园盘小户型精装公寓    即买即住。,63,华商时代公寓-笋岗,,203元/平,1室0厅,23.16平米,西,简装,19层,2009年建,板塔结合,,,,,,
luohuqu,房子还在卖  满五年 有欠款 自己赎楼,89,旭飞华天苑-清水河,,181元/平,1室0厅,21.1平米,北,精装,中楼层(共33层),2000年建,板塔结合,,,,,,
luohuqu,自如的装修，业主1998年买回来，价格好谈,132,庐山花园-罗湖口岸,,700元/平,1室0厅,35.85平米,西南,精装,高楼层(共27层),1996年建,塔楼,,,,,,
luohuqu,高层视野开拓，朝南，带阳台，满5年唯一,330,云景豪园-春风路,,800元/平,2室1厅,69平米,南,其他,高楼层(共29层),2002年建,板塔结合,,,,,,
luohuqu,阳光新干线家园  方正型一房 高层红本满五唯一,197,阳光新干线家园-春风路,,513元/平,1室1厅,39平米,东南,简装,高楼层(共33层),2005年建,塔楼,,,,,,
luohuqu,时尚新居一房精装修，业主诚心卖，地铁口物业,168,时尚新居-笋岗,,554元/平,1室1厅,36.88平米,南,简装,中楼层(共29层),1999年建,平房,,,,,,
luohuqu,房子满五年税费少，户型方正，光线好 装修保养好,240,金色都汇-春风路,,204元/平,1室1厅,45.11平米,北,精装,中楼层(共30层),2004年建,塔楼,,,,,,
luohuqu,房子满五年 户型方正 采光通风好,457,新港鸿花园-百仕达,,700元/平,3室1厅,85平米,南,其他,高楼层(共11层),2003年建,板塔结合,,,,,,
luohuqu,满五唯一税少，户型方正，近地铁公园，居家佳选,518,源兴居-洪湖,,232元/平,3室1厅,101.11平米,东,精装,低楼层(共32层),2002年建,板塔结合,,,,,,
luohuqu,深业东岭二期三房看公园  价格回到2016年 Z笋没有之一,622,深业东岭二期-黄贝岭,,800元/平,3室2厅,87.73平米,西北,其他,低楼层(共39层),2018年建,塔楼,,,,,,
luohuqu,满五年，少量欠款，业主自住，装修保养较好，诚心出售,538,集浩花园-黄贝岭,,611元/平,3室2厅,113平米,南,精装,中楼层(共24层),1995年建,板塔结合,,,,,,
luohuqu,罗湖国贸火车站罗湖口岸单房带厨房出售,106,庐山花园-罗湖口岸,,700元/平,1室0厅,28.86平米,西北,精装,低楼层(共31层),1996年建,塔楼,,,,,,
luohuqu,房子满5年  红本在手  看房方便,224,星湖花园-银湖,,700元/平,1室1厅,44.15平米,西南,精装,高楼层(共28层),2005年建,板塔结合,,,,,,
luohuqu,城市天地广场，满五年，红本在手，万象城在旁边,226,城市天地广场-万象城,,373元/平,1室1厅,57.4平米,北,精装,中楼层(共41层),2005年建,板塔结合,,,,,,
luohuqu,高层朝南，红本在手，满五年，户型方正,166,德兴大厦-罗湖口岸,,570元/平,2室1厅,38.1平米,南,简装,高楼层(共30层),1984年建,塔楼,,,,,,
luohuqu,骏庭名园大一房一厅，中间楼层，格局好，业主诚心卖,235,骏庭名园-地王,,728元/平,1室1厅,52.54平米,西,精装,中楼层(共31层),2001年建,板塔结合,,,,,,
luohuqu,急急急售高档住宅约60平一房一厅高层东南向,255,港岛银座-地王,,636元/平,1室1厅,59.81平米,东南,其他,高楼层(共32层),2006年建,板楼,,,,,,
luohuqu,国际名园 客厅出阳台 采光好  拎包入住,210,国际名园-春风路,,683元/平,1室1厅,49.2平米,东南,|,|,|,|,,,,,,
luohuqu,万象城商圈 精美一房一厅 装修新 大落地窗,230,骏庭名园-地王,,914元/平,1室1厅,51.21平米,东,精装,中楼层(共31层),2001年建,板塔结合,,,,,,
luohuqu,满五唯一税费少，中楼层，业主诚心卖,310,名骏豪庭-莲塘,,413元/平,2室1厅,69.8平米,东,简装,28层,2003年建,塔楼,,,,,,
luohuqu,罗湖口岸 汇泰大厦 交通方便 诚意出售,216,汇泰大厦-罗湖口岸,,900元/平,1室1厅,40.04平米,南,简装,33层,2008年建,板楼,,,,,,
luohuqu,城市天地广场 大两房 高层 业主自住 方便看房,320,城市天地广场-万象城,,008元/平,2室2厅,71.1平米,南,简装,高楼层(共41层),2005年建,板塔结合,,,,,,
luohuqu,户型方正 少有户型 厅出阳台 采光好的。,380,东悦名轩-东门,,649元/平,2室1厅,61.64平米,西南,精装,高楼层(共33层),2004年建,塔楼,,,,,,
luohuqu,中高楼层，花园式小区，采光充足，满五，业主诚心出售,278,泊林-翠竹,,200元/平,1室1厅,43.87平米,东南,其他,高楼层(共30层),2006年建,塔楼,,,,,,
luohuqu,总监推荐 金迪名苑 单间 满五年 翠园东晓诚心出售,211,金迪名苑-布心,,000元/平,1室0厅,25.95平米,南,精装,中楼层(共17层),2004年建,板塔结合,,,,,,
luohuqu,螺岭刚需两房 东门翠竹双地铁 业主诚意出售,330,聚龙大厦-螺岭,,330元/平,2室2厅,60.74平米,南,简装,低楼层(共31层),2001年建,塔楼,,,,,,
luohuqu,罗湖北地铁站，龙园山庄大社区，中楼层，满五年唯一,275,龙园山庄-清水河,,554元/平,2室2厅,71.33平米,南,简装,低楼层(共8层),1998年建,板楼,,,,,,
luohuqu,国贸商圈，地铁口物业，正规两房，业主诚心放卖,190,兴业大厦-春风路,,122元/平,2室1厅,52.6平米,南,其他,19层,1984年建,塔楼,,,,,,
luohuqu,庐山花园单间，带大窗户，采光通风好，满五年,76,庐山花园-罗湖口岸,,700元/平,1室0厅,20.69平米,东南,精装,低楼层(共31层),1996年建,塔楼,,,,,,
luohuqu,此房位于国贸向西村双地铁口，总价低，装修好。,203,国际名园-春风路,,046元/平,1室1厅,43.15平米,西南,精装,高楼层(共31层),2004年建,板塔结合,,,,,,
luohuqu,1楼精装修带30平米院子，购买满5年，朝南向配套齐全,312,梧桐山新居二期-莲塘,,600元/平,2室1厅,54.05平米,南,精装,低楼层(共9层),2002年建,塔楼,,,,,,
luohuqu,舒适宜居，小高层精装修两房，花园式小区,308,东方凤雅台-莲塘,,411元/平,2室1厅,59.91平米,东,精装,中楼层(共9层),2002年建,板塔结合,,,,,,
luohuqu,满五唯一，保养好，采光通风好，诚心卖，阳台面积大,540,金城华庭-螺岭,,782元/平,3室1厅,78.51平米,南,精装,24层,2003年建,塔楼,,,,,,
luohuqu,业主小孩已经上学了，用不到了，现诚意出售,365,鹏公馆-翠竹,,638元/平,1室0厅,37.77平米,东,精装,中楼层(共29层),2009年建,塔楼,,,,,,
luohuqu,急售诚心出售，，精装一房一厅，满五年,107,旭飞华天苑-清水河,,531元/平,1室1厅,26.4平米,北,精装,中楼层(共31层),2000年建,板塔结合,,,,,,
luohuqu,满五年，近5号线黄贝岭地铁，装修保养好，诚心出售,270,凤凰印象-螺岭,,982元/平,1室1厅,41.55平米,南,其他,低楼层(共31层),2011年建,塔楼,,,,,,
luohuqu,朗钜高层朝南一房一厅，视野采光通风好,215,朗钜御风庭-黄贝岭,,665元/平,1室1厅,44.18平米,南,简装,中楼层(共28层),2004年建,板塔结合,,,,,,
luohuqu,业主急卖， 温馨小户型，高层通风采光好,156,祥福雅居-笋岗,,811元/平,1室0厅,30.11平米,南,精装,中楼层(共31层),2005年建,板塔结合,,,,,,
